Year  Month        Temperature      Precipitation,Station,Year,Month,Temperature,Precipitation
1957      4                7.9               32.9,Bern-Liebefeld,1957,4,7.9,32.9
1957      5                9.1               84.1,Bern-Liebefeld,1957,5,9.1,84.1
1957      6               15.6              148.6,Bern-Liebefeld,1957,6,15.6,148.6
1957      7               17.2              117.4,Bern-Liebefeld,1957,7,17.2,117.4
1957      8               15.7               86.8,Bern-Liebefeld,1957,8,15.7,86.8
1957      9               12.6              139.5,Bern-Liebefeld,1957,9,12.6,139.5
1957     10                7.8               33.1,Bern-Liebefeld,1957,10,7.8,33.1
1957     11                3.2               31.1,Bern-Liebefeld,1957,11,3.2,31.1
1957     12               -1.0               43.4,Bern-Liebefeld,1957,12,-1.0,43.4
1958      1               -1.3               77.4,Bern-Liebefeld,1958,1,-1.3,77.4
1958      2                2.3              105.8,Bern-Liebefeld,1958,2,2.3,105.8
1958      3                0.6               56.6,Bern-Liebefeld,1958,3,0.6,56.6
1958      4                5.2               66.4,Bern-Liebefeld,1958,4,5.2,66.4
1958      5               14.1              105.1,Bern-Liebefeld,1958,5,14.1,105.1
1958      6               14.6              151.1,Bern-Liebefeld,1958,6,14.6,151.1
1958      7               17.4               97.8,Bern-Liebefeld,1958,7,17.4,97.8
1958      8               17.3              158.2,Bern-Liebefeld,1958,8,17.3,158.2
1958      9               15.3               73.2,Bern-Liebefeld,1958,9,15.3,73.2
1958     10                7.1              101.1,Bern-Liebefeld,1958,10,7.1,101.1
1958     11                2.6               41.4,Bern-Liebefeld,1958,11,2.6,41.4
1958     12                1.1               68.6,Bern-Liebefeld,1958,12,1.1,68.6
1959      1               -1.1              107.0,Bern-Liebefeld,1959,1,-1.1,107.0
1959      2                0.9                2.2,Bern-Liebefeld,1959,2,0.9,2.2
1959      3                6.5              103.8,Bern-Liebefeld,1959,3,6.5,103.8
1959      4                8.3              113.2,Bern-Liebefeld,1959,4,8.3,113.2
1959      5               12.7               55.1,Bern-Liebefeld,1959,5,12.7,55.1
1959      6               15.7              126.7,Bern-Liebefeld,1959,6,15.7,126.7
1959      7               19.3               42.3,Bern-Liebefeld,1959,7,19.3,42.3
1959      8               16.3               67.5,Bern-Liebefeld,1959,8,16.3,67.5
1959      9               14.4               37.4,Bern-Liebefeld,1959,9,14.4,37.4
1959     10                7.6               84.3,Bern-Liebefeld,1959,10,7.6,84.3
1959     11                1.4               39.7,Bern-Liebefeld,1959,11,1.4,39.7
1959     12                1.3              135.1,Bern-Liebefeld,1959,12,1.3,135.1
1960      1               -1.5               46.7,Bern-Liebefeld,1960,1,-1.5,46.7
1960      2                1.4               82.7,Bern-Liebefeld,1960,2,1.4,82.7
1960      3                5.3               48.3,Bern-Liebefeld,1960,3,5.3,48.3
1960      4                7.4               41.1,Bern-Liebefeld,1960,4,7.4,41.1
1960      5               13.2               85.8,Bern-Liebefeld,1960,5,13.2,85.8
1960      6               16.2               58.1,Bern-Liebefeld,1960,6,16.2,58.1
1960      7               15.0              122.8,Bern-Liebefeld,1960,7,15.0,122.8
1960      8               15.7              185.9,Bern-Liebefeld,1960,8,15.7,185.9
1960      9               11.0              141.6,Bern-Liebefeld,1960,9,11.0,141.6
1960     10                7.1               95.2,Bern-Liebefeld,1960,10,7.1,95.2
1960     11                4.9              111.6,Bern-Liebefeld,1960,11,4.9,111.6
1960     12               -0.5               50.6,Bern-Liebefeld,1960,12,-0.5,50.6
1961      1               -0.9               83.3,Bern-Liebefeld,1961,1,-0.9,83.3
1961      2                4.3               64.5,Bern-Liebefeld,1961,2,4.3,64.5
1961      3                5.9               32.2,Bern-Liebefeld,1961,3,5.9,32.2
1961      4               10.3              113.2,Bern-Liebefeld,1961,4,10.3,113.2
1961      5               10.7               64.2,Bern-Liebefeld,1961,5,10.7,64.2
1961      6               15.8              132.1,Bern-Liebefeld,1961,6,15.8,132.1
1961      7               16.0              126.4,Bern-Liebefeld,1961,7,16.0,126.4
1961      8               16.2              111.5,Bern-Liebefeld,1961,8,16.2,111.5
1961      9               16.6               43.9,Bern-Liebefeld,1961,9,16.6,43.9
1961     10                9.0               86.5,Bern-Liebefeld,1961,10,9.0,86.5
1961     11                2.8               32.7,Bern-Liebefeld,1961,11,2.8,32.7
1961     12                0.6              111.6,Bern-Liebefeld,1961,12,0.6,111.6
1962      1                0.4              124.8,Bern-Liebefeld,1962,1,0.4,124.8
1962      2               -0.5               52.7,Bern-Liebefeld,1962,2,-0.5,52.7
1962      3                0.8               73.7,Bern-Liebefeld,1962,3,0.8,73.7
1962      4                7.6               65.8,Bern-Liebefeld,1962,4,7.6,65.8
1962      5               10.1              126.7,Bern-Liebefeld,1962,5,10.1,126.7
1962      6               14.8               42.4,Bern-Liebefeld,1962,6,14.8,42.4
1962      7               16.6               48.4,Bern-Liebefeld,1962,7,16.6,48.4
1962      8               18.4               64.1,Bern-Liebefeld,1962,8,18.4,64.1
1962      9               13.1               52.5,Bern-Liebefeld,1962,9,13.1,52.5
1962     10                8.4               16.3,Bern-Liebefeld,1962,10,8.4,16.3
